NPI,PROVIDER_FIRST_NAME,PROVIDER_LAST_NAME,SPECIALTY,DEPARTMENT,KP_REGION,FACILITY,PROVIDER_TYPE,DEA_NUMBER,LICENSE_STATE,HIRE_DATE,STATUS,PANEL_SIZE,ACCEPTS_NEW_PATIENTS
1018895311,William,Taylor,OB/GYN,OB/GYN,GA,Crescent Center,RN,DEA6869098,MD,2006-05-21,ACTIVE,1790,N
1074646827,Christopher,Turner,Psychiatry,Psychiatry,NW,Interstate Medical Office,MD,DEA6017645,CA,2008-12-18,ACTIVE,1694,Y
1764687567,Helen,Moore,Gastroenterology,Gastroenterology,NW,Sunnyside Medical Center,PA,DEA4913427,VA,2023-02-21,ACTIVE,1635,N
1328746529,Paul,Martinez,Neurology,Neurology,GA,Crescent Center,MD,DEA7320484,GA,2008-09-18,ACTIVE,2282,Y
1864830513,Gary,King,Pediatrics,Pediatrics,CO,Franklin Medical Center,MD,DEA3162982,MD,2007-04-28,ACTIVE,1601,Y
1951990405,Pamela,Hernandez,Gastroenterology,Gastroenterology,MAS,Tysons Corner Medical Center,MD,DEA9499664,HI,2020-09-11,ACTIVE,2105,N
1490604298,Susan,Jackson,Orthopedics,Orthopedics,NCAL,Fremont Medical Center,RN,DEA7235500,OR,2013-09-01,ACTIVE,1679,N
1482868994,George,Carter,Ophthalmology,Ophthalmology,GA,Town Center Medical Office,PhD,DEA2732492,GA,2012-09-01,ACTIVE,1806,Y
1307331884,Amanda,Collins,Surgery,Surgery,MID,Mid-Atlantic Medical Center,PA,DEA7936831,DC,2007-09-16,INACTIVE,1091,Y
1206374094,David,Clark,Nephrology,Nephrology,GA,Town Center Medical Office,RN,DEA9319171,HI,2023-09-30,ACTIVE,262,Y
1711691156,Jessica,Lopez,Surgery,Surgery,NCAL,Sacramento Medical Center,RN,DEA4106115,DC,2005-11-11,ACTIVE,1103,N
1167027220,Jack,Allen,Dermatology,Dermatology,CO,Skyline Medical Center,MD,DEA7374010,DC,2006-09-11,ACTIVE,1381,N
1168707307,Nicholas,Lee,Internal Medicine,Internal Medicine,NW,Sunnyside Medical Center,DO,DEA4497171,VA,2013-03-09,ACTIVE,2208,Y
1812996051,George,Evans,Psychiatry,Psychiatry,SCAL,Downey Medical Center,NP,DEA8727335,DC,2008-11-20,ACTIVE,1915,Y
1703372939,Emily,Johnson,Cardiology,Cardiology,SCAL,Irvine Medical Center,RN,DEA2217413,VA,2019-06-05,ACTIVE,1700,N
1273825969,Frank,Rodriguez,Psychiatry,Psychiatry,NCAL,San Francisco Medical Center,RN,DEA7197140,WA,2008-01-07,ACTIVE,1436,Y
1284729115,John,Ramirez,Oncology,Oncology,GA,Crescent Center,PA,DEA2689420,CA,2014-01-15,ACTIVE,1609,Y
1282063421,Steven,Garcia,Psychiatry,Psychiatry,NW,Sunnyside Medical Center,DO,DEA3817279,OR,2011-07-05,ACTIVE,919,Y
1097055953,Gary,Jones,Gastroenterology,Gastroenterology,CO,Franklin Medical Center,LCSW,DEA8431740,WA,2015-01-26,ACTIVE,649,Y
1906970932,Nicholas,Johnson,Psychiatry,Psychiatry,MAS,Tysons Corner Medical Center,MD,DEA3204519,CA,2017-10-22,ACTIVE,2460,N
1514105666,Ronald,Jones,OB/GYN,OB/GYN,NW,Interstate Medical Office,MD,DEA3082757,OR,2013-11-09,ACTIVE,926,Y
1827398757,George,Roberts,Pulmonology,Pulmonology,NW,Sunnyside Medical Center,DO,DEA6214521,OR,2005-07-18,ACTIVE,1017,Y
1350398953,Sandra,Williams,ENT,ENT,NCAL,Santa Clara Medical Center,RN,DEA5418141,HI,2022-09-25,ACTIVE,1244,Y
1882647313,Edward,Thompson,Endocrinology,Endocrinology,CO,Skyline Medical Center,DO,DEA7036054,OR,2005-11-21,ACTIVE,2189,Y
1060488713,Kenneth,Anderson,Radiology,Radiology,NCAL,Sacramento Medical Center,RN,DEA7720677,OR,2016-02-17,INACTIVE,1489,Y
1347925726,Debra,Hill,OB/GYN,OB/GYN,GA,Town Center Medical Office,MD,DEA3568144,WA,2019-05-08,ACTIVE,1888,Y
1671427568,Joshua,Jackson,Radiology,Radiology,GA,Crescent Center,DO,DEA8913979,CO,2010-12-19,ON_LEAVE,856,Y
1481492447,Andrew,Harris,Internal Medicine,Internal Medicine,HI,Maui Lani Medical Office,DO,DEA5772418,WA,2009-05-01,ACTIVE,603,Y
1910686711,Rebecca,Perez,Urology,Urology,GA,Crescent Center,MD,DEA8710737,CO,2008-04-03,ACTIVE,397,Y
1418267641,Betty,Anderson,Orthopedics,Orthopedics,GA,Crescent Center,RN,DEA5203823,DC,2014-09-05,ACTIVE,923,Y
1191632094,Patricia,Scott,Neurology,Neurology,GA,Town Center Medical Office,PA,DEA2606734,MD,2008-11-08,ACTIVE,2379,Y
1228191909,Edward,Gonzalez,Nephrology,Nephrology,NW,Sunnyside Medical Center,MD,DEA8962534,WA,2015-01-29,INACTIVE,1276,Y
1738242476,Brian,Rivera,Cardiology,Cardiology,GA,Crescent Center,MD,DEA2990560,WA,2013-06-26,INACTIVE,1380,Y
1835076531,Richard,Murphy,Neurology,Neurology,MID,Mid-Atlantic Medical Center,MD,DEA8263872,GA,2013-01-29,ACTIVE,957,Y
1941443634,Matthew,Anderson,Pediatrics,Pediatrics,GA,Town Center Medical Office,MD,DEA9980298,OR,2019-01-03,ACTIVE,2316,N
1362225070,Rachel,Jones,Ophthalmology,Ophthalmology,MID,Burke Medical Center,MD,DEA1796071,WA,2019-02-05,ACTIVE,480,Y
1632956446,James,Morris,Dermatology,Dermatology,MID,Burke Medical Center,MD,DEA2216680,VA,2006-02-09,ACTIVE,195,Y
1674710835,Paul,Nelson,Surgery,Surgery,NCAL,Walnut Creek Medical Center,NP,DEA4511407,CA,2011-08-31,ACTIVE,851,N
1476176726,Jennifer,Wright,OB/GYN,OB/GYN,SCAL,Los Angeles Medical Center,DO,DEA2550582,WA,2015-03-01,ON_LEAVE,2128,Y
1118730206,Christine,Campbell,OB/GYN,OB/GYN,MID,Mid-Atlantic Medical Center,MD,DEA9589127,OR,2019-05-29,ACTIVE,249,Y
1191521925,Anthony,Rodriguez,Psychiatry,Psychiatry,SCAL,Irvine Medical Center,DO,DEA4727474,VA,2013-06-05,INACTIVE,710,Y
1697934514,Carolyn,Harris,Cardiology,Cardiology,MID,Burke Medical Center,MD,DEA7240280,GA,2005-10-11,ACTIVE,1039,Y
1611674163,Sarah,King,Surgery,Surgery,CO,Rock Creek Medical Office,MD,DEA4087483,HI,2005-05-20,ACTIVE,1751,N
1936553751,Charles,Thomas,ENT,ENT,NW,Interstate Medical Office,MD,DEA8489664,CO,2022-12-09,ACTIVE,795,N
1088293417,David,Gonzalez,Pulmonology,Pulmonology,MAS,Capitol Hill Medical Center,PhD,DEA5526566,DC,2018-07-27,ACTIVE,223,Y
1076614398,Anna,Martin,Internal Medicine,Internal Medicine,NW,Westside Medical Center,MD,DEA4550933,MD,2013-04-22,ACTIVE,1355,N
1875718569,Matthew,Murphy,Cardiology,Cardiology,GA,Crescent Center,MD,DEA3841948,WA,2017-10-17,ACTIVE,1301,Y
1402219107,Stephen,Phillips,Orthopedics,Orthopedics,MID,Burke Medical Center,PA,DEA1517912,OR,2015-02-13,ACTIVE,1703,Y
1897421317,Samuel,Gomez,Emergency Medicine,Emergency Medicine,GA,Crescent Center,RN,DEA7643285,HI,2016-03-07,ACTIVE,1128,Y
1794307440,Alexander,Stewart,Pediatrics,Pediatrics,HI,Maui Lani Medical Office,PA,DEA3342600,WA,2010-01-17,ACTIVE,328,Y
1066091857,Rachel,Allen,Rheumatology,Rheumatology,SCAL,Riverside Medical Center,PA,DEA5076898,WA,2012-08-27,ACTIVE,2333,N
1970944696,Frank,Rivera,Oncology,Oncology,GA,Crescent Center,PhD,DEA2705300,CO,2010-04-11,INACTIVE,616,Y
1864248995,Rebecca,Martinez,Ophthalmology,Ophthalmology,SCAL,San Diego Medical Center,PA,DEA4295723,GA,2010-06-20,ACTIVE,1465,Y
1405490566,Robert,Rivera,Cardiology,Cardiology,NW,Sunnyside Medical Center,RN,DEA5111405,CA,2021-07-27,ACTIVE,2298,N
1112324164,Anthony,Morris,Orthopedics,Orthopedics,GA,Town Center Medical Office,MD,DEA1065239,CA,2011-12-23,INACTIVE,2179,Y
1709629782,Joshua,Martin,Dermatology,Dermatology,GA,Town Center Medical Office,NP,DEA9840933,GA,2019-08-08,ACTIVE,1835,Y
1910890078,Thomas,Parker,OB/GYN,OB/GYN,NW,Sunnyside Medical Center,PA,DEA6937706,OR,2014-05-30,ACTIVE,2013,Y
1461694386,Amy,Nguyen,Cardiology,Cardiology,NCAL,Walnut Creek Medical Center,NP,DEA2683620,CA,2010-05-28,INACTIVE,257,Y
1960226015,Betty,Adams,Internal Medicine,Internal Medicine,NW,Interstate Medical Office,MD,DEA4112661,GA,2010-06-10,ACTIVE,1247,N
1070580552,Jonathan,Stewart,Surgery,Surgery,SCAL,Riverside Medical Center,MD,DEA7145015,MD,2014-02-18,ACTIVE,2478,Y
1733939497,Dorothy,Smith,Dermatology,Dermatology,NW,Sunnyside Medical Center,MD,DEA3927382,WA,2005-11-09,ACTIVE,902,Y
1054216321,Jack,Hall,Nephrology,Nephrology,SCAL,Irvine Medical Center,RN,DEA9103523,HI,2021-04-08,ACTIVE,172,Y
1794230201,Michelle,Rodriguez,Radiology,Radiology,MID,Mid-Atlantic Medical Center,PA,DEA7598753,CA,2015-05-06,ACTIVE,2400,Y
1480214833,Eric,Anderson,Surgery,Surgery,CO,Rock Creek Medical Office,MD,DEA8411110,VA,2007-05-19,ON_LEAVE,754,N
1304263763,William,Thomas,Internal Medicine,Internal Medicine,NCAL,Walnut Creek Medical Center,RN,DEA8324621,CO,2008-10-15,ACTIVE,761,N
1606485342,Christopher,Cruz,Orthopedics,Orthopedics,NCAL,San Francisco Medical Center,RN,DEA7355377,HI,2006-03-12,ACTIVE,1594,Y
1400789816,Shirley,Baker,Surgery,Surgery,SCAL,Irvine Medical Center,RN,DEA6122382,OR,2020-11-10,ACTIVE,1447,N
1373771663,Melissa,Jones,Cardiology,Cardiology,GA,Town Center Medical Office,MD,DEA7901809,VA,2008-08-22,INACTIVE,1437,N
1773799458,Kathleen,Sanchez,Nephrology,Nephrology,CO,Rock Creek Medical Office,MD,DEA4705979,GA,2006-09-20,ACTIVE,2224,N
1683648394,Edward,Robinson,Surgery,Surgery,HI,Maui Lani Medical Office,NP,DEA1779683,OR,2011-02-10,ACTIVE,1483,Y
1210868391,Patrick,Johnson,Cardiology,Cardiology,MAS,Capitol Hill Medical Center,MD,DEA5358943,VA,2007-04-10,ACTIVE,978,Y
1414471764,Steven,Green,Endocrinology,Endocrinology,NW,Interstate Medical Office,MD,DEA4519074,WA,2022-11-28,ACTIVE,2233,Y
1146156867,Nicole,Evans,Oncology,Oncology,NW,Interstate Medical Office,MD,DEA4464608,WA,2021-01-09,ACTIVE,2069,Y
1621662912,Shirley,Anderson,Gastroenterology,Gastroenterology,NCAL,Oakland Medical Center,MD,DEA7296276,CA,2016-08-21,ACTIVE,582,N
1618336303,Kenneth,Collins,Dermatology,Dermatology,MAS,Capitol Hill Medical Center,RN,DEA6984139,MD,2015-04-17,ACTIVE,1533,Y
1524540593,Eric,Murphy,Emergency Medicine,Emergency Medicine,CO,Skyline Medical Center,MD,DEA7693054,OR,2012-03-02,ACTIVE,1257,N
1594059614,Joseph,Lopez,Cardiology,Cardiology,HI,Maui Lani Medical Office,NP,DEA9479459,VA,2014-04-09,ACTIVE,1435,N
1316278098,Amanda,Murphy,Neurology,Neurology,GA,Town Center Medical Office,MD,DEA9482535,WA,2006-03-05,ACTIVE,2419,Y
1936240290,George,Mitchell,Surgery,Surgery,MID,Mid-Atlantic Medical Center,PA,DEA3683361,CO,2007-11-16,INACTIVE,1270,N
1567950318,Karen,Morris,Internal Medicine,Internal Medicine,CO,Skyline Medical Center,MD,DEA4127452,DC,2015-05-25,INACTIVE,879,Y
1251504752,Nancy,Adams,ENT,ENT,SCAL,Downey Medical Center,PA,DEA9673116,MD,2006-08-12,ACTIVE,1496,Y
1234294154,Larry,Lee,Neurology,Neurology,NW,Sunnyside Medical Center,MD,DEA5793685,WA,2014-09-20,ACTIVE,526,N
1299335828,Cynthia,Wilson,Orthopedics,Orthopedics,CO,Rock Creek Medical Office,MD,DEA1462266,HI,2015-10-08,INACTIVE,1684,Y
1287466628,Raymond,Garcia,Emergency Medicine,Emergency Medicine,MAS,Capitol Hill Medical Center,RN,DEA8818757,CA,2009-06-09,ACTIVE,811,Y
1234269802,Carol,Turner,Radiology,Radiology,NW,Westside Medical Center,NP,DEA8666011,CA,2006-01-30,ACTIVE,526,N
1310801049,Jeffrey,Jackson,Nephrology,Nephrology,HI,Moanalua Medical Center,NP,DEA1487265,OR,2013-01-24,ACTIVE,540,Y
1709269430,Jacob,Rodriguez,Radiology,Radiology,NW,Sunnyside Medical Center,PhD,DEA5050595,DC,2020-11-25,ACTIVE,1201,Y
1214944540,Rachel,Turner,Cardiology,Cardiology,HI,Maui Lani Medical Office,MD,DEA9912781,OR,2017-12-15,ACTIVE,2050,Y
1435134971,Brenda,White,Pulmonology,Pulmonology,CO,Franklin Medical Center,NP,DEA9814404,CO,2005-01-03,ACTIVE,2121,N
1242056053,Eric,Martin,Oncology,Oncology,MID,Mid-Atlantic Medical Center,NP,DEA5458390,MD,2010-06-05,ACTIVE,1670,Y
1155260139,Pamela,Adams,Dermatology,Dermatology,NCAL,Sacramento Medical Center,MD,DEA2396050,CA,2022-09-17,ACTIVE,702,Y
1546168585,Karen,Williams,Surgery,Surgery,NW,Interstate Medical Office,MD,DEA8915412,CA,2013-11-16,ACTIVE,783,Y
1908920985,Christopher,Adams,Pediatrics,Pediatrics,CO,Rock Creek Medical Office,RN,DEA2715735,DC,2016-04-19,INACTIVE,1608,N
1044677281,Steven,Thompson,Oncology,Oncology,SCAL,Los Angeles Medical Center,MD,DEA4436578,HI,2018-03-01,ACTIVE,801,N
1420356046,Pamela,Morris,Internal Medicine,Internal Medicine,NCAL,San Francisco Medical Center,PA,DEA4560471,CA,2013-10-11,ACTIVE,1053,Y
1454600096,Sharon,Robinson,Gastroenterology,Gastroenterology,NCAL,Sacramento Medical Center,MD,DEA2183596,WA,2012-05-20,ACTIVE,1283,Y
1993275129,Karen,Flores,ENT,ENT,NCAL,Oakland Medical Center,MD,DEA2095618,GA,2019-04-29,ACTIVE,1398,Y
1990213056,Deborah,Edwards,Pediatrics,Pediatrics,HI,Moanalua Medical Center,NP,DEA2169964,DC,2014-11-17,ACTIVE,1068,Y
1429845892,Christine,Flores,Nephrology,Nephrology,NW,Interstate Medical Office,PA,DEA8755915,WA,2014-02-22,ACTIVE,2266,Y
1005747698,Donald,Miller,Oncology,Oncology,NW,Sunnyside Medical Center,MD,DEA8112678,WA,2010-09-22,ON_LEAVE,1310,Y
1066510059,Jessica,Torres,Surgery,Surgery,SCAL,Riverside Medical Center,RN,DEA9645327,OR,2019-10-06,INACTIVE,1210,N
1237515482,Anna,Harris,Orthopedics,Orthopedics,MID,Burke Medical Center,RN,DEA5911594,VA,2008-10-28,INACTIVE,249,N
1316070740,Betty,Thompson,Neurology,Neurology,MID,Burke Medical Center,PA,DEA3523005,OR,2023-02-01,ACTIVE,1040,Y
1647214814,Frank,Nelson,Urology,Urology,NW,Sunnyside Medical Center,DO,DEA4981457,CA,2016-01-19,ACTIVE,1119,N
1868399452,Jacob,Smith,OB/GYN,OB/GYN,SCAL,Fontana Medical Center,PhD,DEA9515376,CA,2005-04-17,ACTIVE,2314,N
1969894392,Kevin,Perez,Urology,Urology,GA,Crescent Center,MD,DEA6373666,GA,2014-10-26,ACTIVE,1948,N
1407971259,Jonathan,Adams,Radiology,Radiology,HI,Moanalua Medical Center,MD,DEA5556203,HI,2016-06-14,ACTIVE,675,N
1962553288,Amanda,Rodriguez,Psychiatry,Psychiatry,NCAL,Oakland Medical Center,RN,DEA8329215,DC,2011-08-02,ACTIVE,1116,N
1103154771,Sandra,Allen,Nephrology,Nephrology,NCAL,Oakland Medical Center,MD,DEA4779298,CA,2006-09-19,ACTIVE,1906,Y
1551492262,Scott,Harris,Ophthalmology,Ophthalmology,CO,Skyline Medical Center,LCSW,DEA2055445,HI,2021-01-06,ON_LEAVE,1811,Y
1432297732,Susan,Garcia,Rheumatology,Rheumatology,MID,Mid-Atlantic Medical Center,MD,DEA1649573,VA,2008-01-13,ACTIVE,1095,Y
1715986750,Matthew,Murphy,Nephrology,Nephrology,HI,Moanalua Medical Center,MD,DEA7347817,HI,2023-08-03,ACTIVE,1350,Y
1535547934,Steven,Jones,Radiology,Radiology,MAS,Capitol Hill Medical Center,MD,DEA6267225,VA,2008-12-09,ACTIVE,2228,Y
1067210425,Dorothy,Reyes,Pediatrics,Pediatrics,GA,Crescent Center,PhD,DEA1831574,HI,2011-11-05,ACTIVE,1591,N
1774859600,Lisa,Edwards,Emergency Medicine,Emergency Medicine,CO,Franklin Medical Center,NP,DEA6222220,HI,2023-01-02,ACTIVE,2315,N
1422956865,Donna,Ramirez,Internal Medicine,Internal Medicine,CO,Franklin Medical Center,PA,DEA9151199,MD,2020-01-28,ACTIVE,627,Y
1439860073,Ashley,Wright,Gastroenterology,Gastroenterology,NW,Sunnyside Medical Center,MD,DEA1590801,GA,2022-04-11,ACTIVE,622,Y
1262531552,Amy,Thomas,Oncology,Oncology,NW,Interstate Medical Office,NP,DEA8806905,GA,2018-05-23,ACTIVE,1841,Y
1442220198,Amanda,Gomez,Surgery,Surgery,GA,Crescent Center,DO,DEA2372609,VA,2019-05-20,ACTIVE,1131,Y
1646125557,Daniel,Lee,Ophthalmology,Ophthalmology,NCAL,San Francisco Medical Center,MD,DEA4888245,CO,2009-02-12,ACTIVE,815,Y
1003626178,Cynthia,Torres,Rheumatology,Rheumatology,MID,Mid-Atlantic Medical Center,PA,DEA9123952,CO,2021-02-01,ACTIVE,422,N
1476099809,Patrick,Robinson,Pulmonology,Pulmonology,MAS,Tysons Corner Medical Center,RN,DEA5668851,MD,2016-09-27,ACTIVE,2139,Y
1306641471,Ryan,Clark,Radiology,Radiology,GA,Crescent Center,NP,DEA2558866,DC,2022-03-24,ACTIVE,269,Y
1380811896,John,Hernandez,Surgery,Surgery,MID,Burke Medical Center,NP,DEA7418387,GA,2020-06-19,ACTIVE,835,N
1350366497,Brian,Johnson,Internal Medicine,Internal Medicine,CO,Skyline Medical Center,MD,DEA7455753,DC,2014-01-09,INACTIVE,975,Y
1293255687,Brenda,Cruz,Ophthalmology,Ophthalmology,CO,Rock Creek Medical Office,MD,DEA5338319,MD,2011-07-10,INACTIVE,640,Y
1960395042,Rachel,Reyes,Internal Medicine,Internal Medicine,CO,Rock Creek Medical Office,RN,DEA9668590,WA,2015-04-24,ACTIVE,1950,Y
1097991009,John,Collins,Endocrinology,Endocrinology,NCAL,Walnut Creek Medical Center,MD,DEA8286442,HI,2006-10-21,INACTIVE,1479,Y
1218004334,Mark,Collins,Ophthalmology,Ophthalmology,GA,Crescent Center,MD,DEA4113024,CO,2007-08-20,ACTIVE,843,Y
1187942906,Pamela,Williams,Psychiatry,Psychiatry,GA,Crescent Center,DO,DEA4327247,DC,2019-11-13,ACTIVE,324,N
1264803237,Sarah,Baker,Nephrology,Nephrology,NCAL,San Francisco Medical Center,MD,DEA8999293,GA,2013-03-30,ACTIVE,571,Y
1274001630,Michael,Mitchell,Gastroenterology,Gastroenterology,NW,Westside Medical Center,MD,DEA1294126,WA,2011-09-24,INACTIVE,475,Y
1568129891,Eric,Lee,Nephrology,Nephrology,GA,Crescent Center,DO,DEA8505213,GA,2012-01-02,ACTIVE,871,N
1232167854,Catherine,Thompson,Orthopedics,Orthopedics,NCAL,Fremont Medical Center,RN,DEA9541289,GA,2005-03-07,ACTIVE,1238,Y
1924222934,Anna,Morales,OB/GYN,OB/GYN,NCAL,Santa Clara Medical Center,MD,DEA2412484,VA,2012-10-09,ACTIVE,323,Y
1489066346,Dorothy,Lopez,Psychiatry,Psychiatry,CO,Rock Creek Medical Office,RN,DEA5322676,GA,2018-05-27,ACTIVE,2288,N
1648126235,Sharon,Lewis,Surgery,Surgery,MAS,Tysons Corner Medical Center,PA,DEA5439143,DC,2015-10-21,ON_LEAVE,2352,Y
1307986428,Joshua,Wright,Psychiatry,Psychiatry,CO,Franklin Medical Center,RN,DEA2139964,DC,2018-06-24,ACTIVE,1456,Y
1602828946,John,Taylor,Internal Medicine,Internal Medicine,NW,Sunnyside Medical Center,MD,DEA1763922,CA,2014-12-18,ACTIVE,1477,Y
1925280010,Mark,Nguyen,Gastroenterology,Gastroenterology,MAS,Capitol Hill Medical Center,MD,DEA2178898,CA,2014-01-23,ACTIVE,1704,Y
1482109013,Barbara,Thomas,Endocrinology,Endocrinology,MAS,Capitol Hill Medical Center,MD,DEA4917935,HI,2011-01-01,ACTIVE,1267,N
1474431963,James,Miller,Ophthalmology,Ophthalmology,GA,Town Center Medical Office,PA,DEA5189184,CO,2009-07-23,ACTIVE,254,Y
1863798326,Pamela,Ramirez,Internal Medicine,Internal Medicine,CO,Skyline Medical Center,RN,DEA1976824,WA,2012-10-26,ACTIVE,1431,Y
1246072292,Emily,Cruz,Urology,Urology,MID,Burke Medical Center,RN,DEA6672831,OR,2017-08-27,ACTIVE,2444,Y
1418770161,Laura,Morris,Nephrology,Nephrology,SCAL,Riverside Medical Center,DO,DEA2264213,HI,2012-06-18,ACTIVE,1894,Y
1133038069,Edward,Lewis,Radiology,Radiology,MID,Mid-Atlantic Medical Center,MD,DEA3422603,GA,2020-01-19,ACTIVE,1553,N
1031416057,Angela,Miller,OB/GYN,OB/GYN,MAS,Capitol Hill Medical Center,RN,DEA1895588,WA,2012-10-21,ACTIVE,1285,Y
1890830872,Carolyn,Moore,Nephrology,Nephrology,SCAL,Irvine Medical Center,MD,DEA4338442,VA,2018-09-16,ACTIVE,259,Y
1311468698,Mark,Jones,Gastroenterology,Gastroenterology,HI,Maui Lani Medical Office,NP,DEA2782209,VA,2015-05-26,ACTIVE,457,Y
1376626088,Kevin,Lee,Rheumatology,Rheumatology,NCAL,Fremont Medical Center,MD,DEA8158501,DC,2014-02-04,ACTIVE,484,N
1803718133,Sandra,Lee,Pediatrics,Pediatrics,SCAL,Riverside Medical Center,MD,DEA9113696,OR,2012-08-20,ACTIVE,1550,Y
1271955794,Timothy,Flores,Ophthalmology,Ophthalmology,MID,Burke Medical Center,MD,DEA9504244,VA,2019-08-03,ACTIVE,1071,Y
1651545678,Joseph,Clark,Oncology,Oncology,CO,Skyline Medical Center,MD,DEA4534081,HI,2013-01-18,ACTIVE,1234,N
1349622204,Joshua,Mitchell,Pediatrics,Pediatrics,SCAL,Los Angeles Medical Center,NP,DEA9800479,CO,2021-10-25,ACTIVE,161,Y
1319674329,Laura,Robinson,OB/GYN,OB/GYN,CO,Skyline Medical Center,LCSW,DEA5566966,DC,2006-10-09,ACTIVE,2034,Y
1734055256,Ryan,Evans,Endocrinology,Endocrinology,MID,Mid-Atlantic Medical Center,RN,DEA8885820,MD,2012-05-15,ACTIVE,982,Y
1170617091,Patrick,Smith,Orthopedics,Orthopedics,HI,Maui Lani Medical Office,DO,DEA9527843,CO,2020-05-11,INACTIVE,912,N
1378309880,Sharon,Parker,Internal Medicine,Internal Medicine,CO,Skyline Medical Center,PA,DEA7542964,GA,2016-03-03,ACTIVE,1797,Y
1887298550,Rebecca,Johnson,Oncology,Oncology,MID,Mid-Atlantic Medical Center,LCSW,DEA4607439,MD,2008-06-19,ON_LEAVE,275,Y
1175229889,Ryan,Green,Cardiology,Cardiology,NCAL,San Francisco Medical Center,MD,DEA3160867,WA,2020-07-15,ACTIVE,1438,Y
1985895107,Ryan,Hernandez,Gastroenterology,Gastroenterology,HI,Maui Lani Medical Office,MD,DEA6429869,HI,2022-02-20,ACTIVE,1927,Y
1979656745,Eric,Stewart,Psychiatry,Psychiatry,MAS,Capitol Hill Medical Center,RN,DEA9117806,OR,2005-03-11,ON_LEAVE,2275,N
1672282405,Jessica,Martin,Urology,Urology,CO,Franklin Medical Center,MD,DEA6634869,MD,2007-03-22,INACTIVE,1986,Y
1791219789,Sarah,Walker,Pulmonology,Pulmonology,MAS,Capitol Hill Medical Center,MD,DEA6685385,CO,2013-05-11,ON_LEAVE,424,N
1217657902,Lisa,Allen,Rheumatology,Rheumatology,NCAL,Oakland Medical Center,NP,DEA3032158,CA,2023-09-22,ACTIVE,292,Y
1390012155,George,Evans,Urology,Urology,CO,Rock Creek Medical Office,MD,DEA8289322,OR,2008-07-07,ACTIVE,832,N
1454235231,Ronald,Baker,Emergency Medicine,Emergency Medicine,NW,Interstate Medical Office,MD,DEA6784065,WA,2015-11-13,INACTIVE,2267,N
1504202978,Christine,Lewis,OB/GYN,OB/GYN,CO,Rock Creek Medical Office,DO,DEA7742259,OR,2009-09-12,ACTIVE,2343,N
1439529119,Margaret,Collins,Rheumatology,Rheumatology,MAS,Capitol Hill Medical Center,NP,DEA2893511,DC,2023-03-11,ACTIVE,304,N
1324916406,Scott,Walker,Rheumatology,Rheumatology,MAS,Tysons Corner Medical Center,RN,DEA5905817,HI,2022-10-14,ACTIVE,2306,Y
1901785555,Betty,Hill,Internal Medicine,Internal Medicine,HI,Maui Lani Medical Office,PhD,DEA7559952,DC,2005-09-19,ON_LEAVE,575,Y
1781937084,Barbara,Morris,Nephrology,Nephrology,MAS,Capitol Hill Medical Center,MD,DEA3573134,MD,2020-10-08,ACTIVE,1108,Y
1463994455,Carolyn,Evans,Gastroenterology,Gastroenterology,SCAL,Los Angeles Medical Center,MD,DEA8976484,CO,2020-06-22,ACTIVE,2433,N
1225814825,Deborah,Nguyen,ENT,ENT,SCAL,Downey Medical Center,RN,DEA1357713,CA,2006-04-30,ACTIVE,1816,Y
1899513379,James,Young,Endocrinology,Endocrinology,NCAL,Oakland Medical Center,PhD,DEA4748116,DC,2017-10-11,ACTIVE,825,N
1486123122,Cynthia,Moore,Nephrology,Nephrology,NCAL,Sacramento Medical Center,MD,DEA3523911,OR,2022-04-26,ACTIVE,1375,N
1880065313,Larry,Davis,Oncology,Oncology,HI,Moanalua Medical Center,MD,DEA2343632,CO,2022-10-21,ACTIVE,2449,Y
1478748851,Benjamin,White,Ophthalmology,Ophthalmology,SCAL,Fontana Medical Center,RN,DEA5176920,GA,2009-03-19,ACTIVE,962,Y
1947802195,Debra,Evans,Cardiology,Cardiology,CO,Franklin Medical Center,NP,DEA9656400,WA,2020-05-08,ACTIVE,2085,Y
1459004882,Sarah,Moore,Surgery,Surgery,MAS,Tysons Corner Medical Center,NP,DEA8450614,GA,2020-10-28,ACTIVE,207,Y
1908882810,Samuel,Nelson,Ophthalmology,Ophthalmology,NW,Interstate Medical Office,RN,DEA1499499,WA,2012-09-01,ACTIVE,1103,N
1928865750,Laura,Smith,Surgery,Surgery,GA,Crescent Center,RN,DEA5334965,WA,2020-09-06,ACTIVE,2210,Y
1353665251,Scott,Harris,ENT,ENT,GA,Crescent Center,RN,DEA8943145,HI,2010-11-09,ACTIVE,205,Y
1268531020,Elizabeth,Garcia,Endocrinology,Endocrinology,MAS,Tysons Corner Medical Center,MD,DEA1470640,GA,2007-07-25,ACTIVE,982,Y
1136870363,Barbara,Davis,ENT,ENT,SCAL,San Diego Medical Center,MD,DEA5740404,CO,2008-02-07,ACTIVE,722,Y
1956740350,Joshua,Allen,Rheumatology,Rheumatology,SCAL,Riverside Medical Center,MD,DEA7846002,MD,2006-07-01,ACTIVE,1735,Y
1066881837,Andrew,Perez,Orthopedics,Orthopedics,MAS,Capitol Hill Medical Center,NP,DEA9786597,DC,2015-07-24,ACTIVE,2024,Y
